,source,values,pvalues,target,source cell type,target cell type,CT
23,CXCL12,0.2068157313771003,0.0,JAK2,Ependymal,NG2,2
40,TYK2,0.4749874105142006,0.0,PIK3R1,Ependymal,NG2,2
42,HBEGF,0.9565661701364394,0.0,PIK3R1,Ependymal,NG2,2
49,FGF7,0.5964341464792058,0.0,PIK3R1,Ependymal,NG2,2
64,CXCL12,0.4906278083342378,0.0,PIK3R1,Ependymal,NG2,2
65,AGT,0.6207684675961602,0.0,PIK3R1,Ependymal,NG2,2
67,VEGFA,0.484107819003419,0.0,PIK3R1,Ependymal,NG2,2
804,GDF15,0.11428366725503455,0.0,ERBB3,Ependymal,NG2,2
806,S100A4,0.17133053685460248,0.0,ERBB3,Ependymal,NG2,2
974,AGT,0.22353325264063797,0.0,PRKCE,Ependymal,NG2,2
1402,FGF7,0.2896601152463012,0.0,FGFR3,Ependymal,NG2,2
2419,CXCL10,0.08800174461556877,0.0,MAP2K3,Ependymal,NG2,2
2814,TYK2,0.1013924784093756,0.0,IFNAR2,Ependymal,NG2,2
2861,VEGFA,0.08052817920361804,0.0,VCAM1,Ependymal,NG2,2
3095,KMT2E,0.19824032886229964,0.008,RARA,Ependymal,NG2,2
3413,TYK2,0.07600380638131676,0.0,GHR,Ependymal,NG2,2
3431,CXCL12,0.20628077478450907,0.0,GNAI1,Ependymal,NG2,2
3884,VEGFA,0.10749835844156459,0.0,NRP2,Ependymal,NG2,2
3893,SEMA3E,0.13643197104952498,0.0,NRP2,Ependymal,NG2,2
3897,OXT,0.15179382610270034,0.0,SLC12A5,Ependymal,NG2,2
3938,ALCAM,0.4985927178905873,0.0,CHL1,Ependymal,NG2,2
3958,CXCL12,0.5571823166710154,0.0,ROCK1,Ependymal,NG2,2
3979,PTN,0.3679597501735873,0.0,CDH10,Ependymal,NG2,2
4049,ADM,0.13154493126238373,0.0,PTH1R,Ependymal,NG2,2
4055,AVP,0.12730897126013674,1.0,PTH1R,Ependymal,NG2,2
4057,VIP,0.13068758949825973,0.104,PTH1R,Ependymal,NG2,2
4167,VEGFA,0.12479951709149582,0.0,AKT3,Ependymal,NG2,2
4396,SLIT2,0.054601875885927145,0.0,ROBO2,Ependymal,NG2,2
4537,PAM,0.21166528593290868,0.0,FXYD1,Ependymal,NG2,2
455,FGF7,0.48972783174032986,0.0,PDGFRB,Ependymal,Endothelial,2
462,VEGFA,0.3774015042645431,0.0,PDGFRB,Ependymal,Endothelial,2
981,PTN,0.3529827029380403,0.0,PTPRZ1,Ependymal,Endothelial,2
1053,SLIT2,0.05570893384174744,0.0,PLXNA1,Ependymal,Endothelial,2
1073,VIP,0.09634963754588205,0.488,PTGS2,Ependymal,Endothelial,2
1402,FGF7,0.19101024245928666,0.0,FGFR3,Ependymal,Endothelial,2
1568,FGF7,0.1774649253933276,0.0,PDGFRA,Ependymal,Endothelial,2
1574,VEGFA,0.06513859791754081,0.0,PDGFRA,Ependymal,Endothelial,2
1596,VEGFA,0.07537364525793389,0.0,BCL2,Ependymal,Endothelial,2
1605,NPY,0.2945860634044725,0.0,ODC1,Ependymal,Endothelial,2
1891,FGF7,0.20015702770880212,0.0,VEGFA,Ependymal,Endothelial,2
1894,VIP,0.08000488396909733,0.792,VEGFA,Ependymal,Endothelial,2
2066,CXCL10,0.0865888103269422,0.0,CX3CR1,Ependymal,Endothelial,2
2067,CXCL12,0.10184685481994515,0.0,CX3CR1,Ependymal,Endothelial,2
2647,ADM,0.056774201126711235,0.0,ADRB2,Ependymal,Endothelial,2
2653,AVP,0.05253824112446422,1.0,ADRB2,Ependymal,Endothelial,2
2655,VIP,0.05591685936258724,0.961,ADRB2,Ependymal,Endothelial,2
2657,NPY,0.27510867216149154,0.0,ADRB2,Ependymal,Endothelial,2
2765,VEGFA,0.1641780800147773,0.0,CSF1,Ependymal,Endothelial,2
2861,VEGFA,0.23961727769129967,0.0,VCAM1,Ependymal,Endothelial,2
2986,CXCL10,0.09702323642053026,0.0,DPP4,Ependymal,Endothelial,2
2988,CXCL12,0.11228128091353323,0.0,DPP4,Ependymal,Endothelial,2
2994,VIP,0.09793547531879637,0.394,DPP4,Ependymal,Endothelial,2
2995,NPY,0.3171272881177007,0.0,DPP4,Ependymal,Endothelial,2
2996,PAM,0.2413284421565342,0.0,DPP4,Ependymal,Endothelial,2
3048,CXCL12,0.5371830670559993,0.0,PLCB1,Ependymal,Endothelial,2
3049,AGT,0.6673237263179216,0.0,PLCB1,Ependymal,Endothelial,2
3113,FGF7,1.160197702113024,0.0,NRP1,Ependymal,Endothelial,2
3116,VEGFA,1.0478713746372375,0.0,NRP1,Ependymal,Endothelial,2
3124,SEMA3E,1.0768049872451977,0.0,NRP1,Ependymal,Endothelial,2
3125,CNTN2,1.043478238163843,0.0,NRP1,Ependymal,Endothelial,2
3126,ALCAM,1.4482675871190198,0.0,NRP1,Ependymal,Endothelial,2
3309,AGT,0.20914674075242468,0.0,EDNRA,Ependymal,Endothelial,2
3396,VEGFA,0.06219924132773692,0.0,SIRPA,Ependymal,Endothelial,2
3431,CXCL12,0.09107825540706599,0.027,GNAI1,Ependymal,Endothelial,2
4103,AGT,0.3200991399673444,0.0,HDAC2,Ependymal,Endothelial,2
4249,QRFP,0.25114862629704426,0.0,P2RY14,Ependymal,Endothelial,2
4537,PAM,0.3515983312095675,0.0,FXYD1,Ependymal,Endothelial,2
23,CXCL12,0.043876400705323546,0.543,JAK2,Ependymal,Astrocytes,2
40,TYK2,0.028481516346682712,0.982,PIK3R1,Ependymal,Astrocytes,2
42,HBEGF,0.5100602759689215,0.0,PIK3R1,Ependymal,Astrocytes,2
49,FGF7,0.14992825231168785,0.04,PIK3R1,Ependymal,Astrocytes,2
64,CXCL12,0.04412191416671991,0.958,PIK3R1,Ependymal,Astrocytes,2
65,AGT,0.1742625734286423,0.092,PIK3R1,Ependymal,Astrocytes,2
67,VEGFA,0.03760192483590107,0.954,PIK3R1,Ependymal,Astrocytes,2
94,TYK2,0.0368294093912137,0.005,PTPN1,Ependymal,Astrocytes,2
296,TYK2,0.029813394592719544,0.26,STAT3,Ependymal,Astrocytes,2
313,CXCL12,0.04545379241275674,0.178,STAT3,Ependymal,Astrocytes,2
314,AGT,0.17559445167467913,0.0,STAT3,Ependymal,Astrocytes,2
570,CXCL12,0.04200525401979607,0.052,ITGB1,Ependymal,Astrocytes,2
571,VEGFA,0.03548526468897724,0.009,ITGB1,Ependymal,Astrocytes,2
612,AGT,0.2025903058480924,0.0,ABL1,Ependymal,Astrocytes,2
716,SLIT2,0.03402441668734177,0.0,APP,Ependymal,Astrocytes,2
824,FGF7,0.15249131683365835,0.153,IGF1R,Ependymal,Astrocytes,2
831,VEGFA,0.04016498935787158,0.968,IGF1R,Ependymal,Astrocytes,2
1298,TYK2,0.1300808978917617,0.0,EIF2AK2,Ependymal,Astrocytes,2
1368,TYK2,0.046902998005727475,0.0,PIK3CB,Ependymal,Astrocytes,2
1370,HBEGF,0.5284817576279662,0.0,PIK3CB,Ependymal,Astrocytes,2
1375,CXCL12,0.06254339582576468,0.003,PIK3CB,Ependymal,Astrocytes,2
2479,COL6A5,0.34165459548355953,0.0,ITGB1,Ependymal,Astrocytes,2
3048,CXCL12,0.4805596667887825,0.0,PLCB1,Ependymal,Astrocytes,2
3049,AGT,0.6107003260507049,0.0,PLCB1,Ependymal,Astrocytes,2
3339,CXCL12,0.042728122253982904,0.021,MAP2K1,Ependymal,Astrocytes,2
3652,CXCL12,0.06345121097092601,0.0,ACKR3,Ependymal,Astrocytes,2
3653,ADM,0.04996274714031315,0.0,ACKR3,Ependymal,Astrocytes,2
3946,CXCL12,0.1552299768663355,0.0,GNAQ,Ependymal,Astrocytes,2
3958,CXCL12,0.04490727746942544,1.0,ROCK1,Ependymal,Astrocytes,2
4238,VIP,0.028653440911459025,1.0,ADRB1,Ependymal,Astrocytes,2
4239,NPY,0.24784525371036334,0.0,ADRB1,Ependymal,Astrocytes,2
4240,VIP,0.19021507412072752,0.0,TLR3,Ependymal,Astrocytes,2
499,TYK2,0.28390887837964607,0.0,PIK3CA,Ependymal,Microglia,2
501,HBEGF,0.7654876380018849,0.0,PIK3CA,Ependymal,Microglia,2
508,FGF7,0.40535561434465117,0.0,PIK3CA,Ependymal,Microglia,2
523,CXCL12,0.29954927619968325,0.0,PIK3CA,Ependymal,Microglia,2
524,AGT,0.4296899354616056,0.0,PIK3CA,Ependymal,Microglia,2
525,VEGFA,0.2930292868688644,0.0,PIK3CA,Ependymal,Microglia,2
959,VEGFA,0.06027775277019384,0.0,KDR,Ependymal,Microglia,2
981,PTN,0.4231625844685944,0.0,PTPRZ1,Ependymal,Microglia,2
1001,CXCL12,0.09170622938689918,0.0,RAF1,Ependymal,Microglia,2
1073,VIP,0.17581920350184208,0.002,PTGS2,Ependymal,Microglia,2
1368,TYK2,0.06902186108417198,0.001,PIK3CB,Ependymal,Microglia,2
1370,HBEGF,0.5506006207064108,0.0,PIK3CB,Ependymal,Microglia,2
1375,CXCL12,0.08466225890420917,0.0,PIK3CB,Ependymal,Microglia,2
1383,TYK2,0.21953215234266604,0.0,PIK3CD,Ependymal,Microglia,2
1384,HBEGF,0.7011109119649048,0.0,PIK3CD,Ependymal,Microglia,2
1389,CXCL12,0.23517255016270322,0.0,PIK3CD,Ependymal,Microglia,2
1879,VEGFA,0.13309373867688562,0.0,FLT1,Ependymal,Microglia,2
1891,FGF7,0.16929629210100614,0.0,VEGFA,Ependymal,Microglia,2
1894,VIP,0.04914414836130135,0.981,VEGFA,Ependymal,Microglia,2
2026,TYK2,1.1503268199726346,0.0,TNF,Ependymal,Microglia,2
2299,AGT,0.27380800549635936,0.0,MAP3K7,Ependymal,Microglia,2
2358,FRS3,0.3023054401312463,0.0,KRAS,Ependymal,Microglia,2
2364,TYK2,0.04955256869325779,0.707,PIK3R3,Ependymal,Microglia,2
2365,HBEGF,0.5311313283154966,0.0,PIK3R3,Ependymal,Microglia,2
2369,CXCL12,0.06519296651329498,0.69,PIK3R3,Ependymal,Microglia,2
2419,CXCL10,0.09513965511954826,0.001,MAP2K3,Ependymal,Microglia,2
2765,VEGFA,0.20910074013364585,0.0,CSF1,Ependymal,Microglia,2
2877,SLIT2,0.10971482967046162,0.003,CXCL12,Ependymal,Microglia,2
3039,AGT,0.19922695292056677,0.0,MTOR,Ependymal,Microglia,2
3067,AGT,1.1198392639999553,0.0,SGK1,Ependymal,Microglia,2
3202,AGT,0.22023107910602938,0.0,SLC9A1,Ependymal,Microglia,2
3204,TFRC,0.07812847758902879,0.0,SLC9A1,Ependymal,Microglia,2
3238,FGF7,0.2863752747494015,0.0,PLAU,Ependymal,Microglia,2
3241,AVP,0.1628445127715737,1.0,PLAU,Ependymal,Microglia,2
3491,VEGFA,0.14161265873518147,0.0,ITGA9,Ependymal,Microglia,2
3860,PTN,0.25164841963479895,0.0,PTPRB,Ependymal,Microglia,2
4036,ADM,0.9488909210570616,0.0,GPR84,Ependymal,Microglia,2
4042,AVP,0.9446549610548146,0.0,GPR84,Ependymal,Microglia,2
4044,VIP,0.9480335792929376,0.0,GPR84,Ependymal,Microglia,2
4240,VIP,0.1138528722696803,0.262,TLR3,Ependymal,Microglia,2
4439,CLEC1B,0.2026675026645705,0.0,PDPN,Ependymal,Microglia,2
878,PTN,0.277127056415558,0.0,SDC3,Ependymal,Oligodendrocytes,2
3048,CXCL12,0.12344739414410194,0.189,PLCB1,Ependymal,Oligodendrocytes,2
3049,AGT,0.2535880534060243,0.0,PLCB1,Ependymal,Oligodendrocytes,2
3860,PTN,0.23830376726965172,0.001,PTPRB,Ependymal,Oligodendrocytes,2
3934,CNTN2,0.11517264891047274,0.0,NRCAM,Ependymal,Oligodendrocytes,2
3935,BCAN,0.2809938072659891,0.0,NRCAM,Ependymal,Oligodendrocytes,2
824,FGF7,0.6117551049362764,0.0,IGF1R,Ependymal,Neurons2,2
831,VEGFA,0.49942877746048964,0.0,IGF1R,Ependymal,Neurons2,2
981,PTN,0.3377774298389296,0.0,PTPRZ1,Ependymal,Neurons2,2
1746,VIP,0.24350194462578978,0.0,AR,Ependymal,Neurons2,2
2066,CXCL10,0.06097105036430325,0.0,CX3CR1,Ependymal,Neurons2,2
2067,CXCL12,0.07622909485730622,0.001,CX3CR1,Ependymal,Neurons2,2
2364,TYK2,0.35804667885691216,0.0,PIK3R3,Ependymal,Neurons2,2
2365,HBEGF,0.8396254384791509,0.0,PIK3R3,Ependymal,Neurons2,2
2369,CXCL12,0.37368707667694934,0.0,PIK3R3,Ependymal,Neurons2,2
2753,ZFP91,0.5187288368069359,0.0,MAP3K14,Ependymal,Neurons2,2
2877,SLIT2,0.09322708065144869,0.0,CXCL12,Ependymal,Neurons2,2
3113,FGF7,0.27615963600708127,0.0,NRP1,Ependymal,Neurons2,2
3116,VEGFA,0.16383330853129452,0.009,NRP1,Ependymal,Neurons2,2
3124,SEMA3E,0.19276692113925492,0.0,NRP1,Ependymal,Neurons2,2
3125,CNTN2,0.15944017205790012,0.004,NRP1,Ependymal,Neurons2,2
3126,ALCAM,0.5642295210130769,0.0,NRP1,Ependymal,Neurons2,2
3539,VEGFA,0.07369614822111731,0.0,TGFBR1,Ependymal,Neurons2,2
3638,TYK2,0.047527367361576645,0.0,PRKD2,Ependymal,Neurons2,2
3884,VEGFA,0.060904360371792685,0.005,NRP2,Ependymal,Neurons2,2
3893,SEMA3E,0.08983797297975309,0.0,NRP2,Ependymal,Neurons2,2
3958,CXCL12,0.39227378737961227,0.0,ROCK1,Ependymal,Neurons2,2
4019,ADM,0.19836316771433504,0.0,CALCR,Ependymal,Neurons2,2
4246,NPY,0.29735143396601355,0.0,NPY6R,Ependymal,Neurons2,2
4512,CNTN2,0.22494571291464716,0.0,CNTNAP2,Ependymal,Neurons2,2
213,DUSP18,0.15065521852678837,0.0,MAPK8,NG2,Ependymal,2
216,GHR,0.07600380638131676,0.0,TYK2,NG2,Ependymal,2
222,IFNAR2,0.1013924784093756,0.0,TYK2,NG2,Ependymal,2
286,DLL1,0.22321905600909853,0.0,STAT3,NG2,Ependymal,2
303,PDGFA,0.22664229155305993,0.0,STAT3,NG2,Ependymal,2
311,FGFR3,0.2265027659099585,0.0,STAT3,NG2,Ependymal,2
314,AGT,0.16881641666323088,0.0,STAT3,NG2,Ependymal,2
494,GHR,0.14288733778256907,0.0,PIK3CA,NG2,Ependymal,2
501,HBEGF,0.4240259749661941,0.0,PIK3CA,NG2,Ependymal,2
504,PDGFA,0.23523643632564983,0.0,PIK3CA,NG2,Ependymal,2
518,FGFR3,0.2350969106825484,0.0,PIK3CA,NG2,Ependymal,2
524,AGT,0.1774105614358208,0.0,PIK3CA,NG2,Ependymal,2
1097,DUSP18,0.1393823728286037,0.0,ITGA6,NG2,Ependymal,2
1890,PDGFA,0.17747331341361589,0.0,VEGFA,NG2,Ependymal,2
2908,CCL25,0.1690934423898911,0.0,ADRA2A,NG2,Ependymal,2
2910,AGT,0.20744650632255324,0.0,ADRA2A,NG2,Ependymal,2
2919,MT-RNR2,2.0989098701799795,0.0,ADRA2A,NG2,Ependymal,2
3248,C4B,0.17160976521820245,0.0,C3,NG2,Ependymal,2
3526,TGFB2,0.16422719432748348,0.0,TGFBR2,NG2,Ependymal,2
4110,GRP,0.0806801540127268,0.354,HSPA1A,NG2,Ependymal,2
451,PDGFA,0.48589206073069297,0.0,PDGFRB,NG2,Endothelial,2
1055,SEMA6D,0.1441296979623527,0.0,PLXNA1,NG2,Endothelial,2
1564,PDGFA,0.17362915438369067,0.0,PDGFRA,NG2,Endothelial,2
1585,PCNA,0.3182686866946631,0.0,DNMT1,NG2,Endothelial,2
1890,PDGFA,0.1963212566991652,0.0,VEGFA,NG2,Endothelial,2
2068,CCL25,0.10763848313278501,0.0,CX3CR1,NG2,Endothelial,2
2080,CXCL14,0.22554452938988256,0.0,CX3CR1,NG2,Endothelial,2
2653,AVP,0.14223727261057986,1.0,ADRB2,NG2,Endothelial,2
2996,PAM,0.24957542913611014,0.0,DPP4,NG2,Endothelial,2
3049,AGT,0.5813277593015013,0.0,PLCB1,NG2,Endothelial,2
3309,AGT,0.1231507737360043,0.0,EDNRA,NG2,Endothelial,2
4103,AGT,0.23410317295092403,0.0,HDAC2,NG2,Endothelial,2
4110,GRP,0.24754383917107953,0.0,HSPA1A,NG2,Endothelial,2
4537,PAM,0.35984531818914345,0.0,FXYD1,NG2,Endothelial,2
6,GHR,0.05349786929757381,0.174,JAK2,NG2,Astrocytes,2
13,IFNAR2,0.07888654132563265,0.04,JAK2,NG2,Astrocytes,2
35,GHR,0.05374338275897017,0.848,PIK3R1,NG2,Astrocytes,2
42,HBEGF,0.3348820199425952,0.076,PIK3R1,NG2,Astrocytes,2
45,PDGFA,0.14609248130205094,0.061,PIK3R1,NG2,Astrocytes,2
59,FGFR3,0.1459529556589495,0.117,PIK3R1,NG2,Astrocytes,2
65,AGT,0.08826660641222192,0.889,PIK3R1,NG2,Astrocytes,2
286,DLL1,0.1440011240041264,0.0,STAT3,NG2,Astrocytes,2
303,PDGFA,0.14742435954808777,0.0,STAT3,NG2,Astrocytes,2
311,FGFR3,0.14728483390498634,0.0,STAT3,NG2,Astrocytes,2
314,AGT,0.08959848465825875,0.086,STAT3,NG2,Astrocytes,2
578,VCAM1,0.04703068694512925,0.025,ITGB1,NG2,Astrocytes,2
579,SEMA7A,0.06317477521144699,0.0,ITGB1,NG2,Astrocytes,2
608,DUSP18,0.10272827595402569,0.002,ITGB1,NG2,Astrocytes,2
612,AGT,0.11659433883167204,0.0,ABL1,NG2,Astrocytes,2
820,PDGFA,0.14865554582402143,0.204,IGF1R,NG2,Astrocytes,2
1097,DUSP18,0.28512584345657765,0.0,ITGA6,NG2,Astrocytes,2
1370,HBEGF,0.35330350160164,0.0,PIK3CB,NG2,Astrocytes,2
1372,FGFR3,0.16437443731799425,0.0,PIK3CB,NG2,Astrocytes,2
1927,SPARC,1.871638336462413,0.0,MMP14,NG2,Astrocytes,2
2482,COL26A1,0.03746744645038154,0.001,ITGB1,NG2,Astrocytes,2
3049,AGT,0.5247043590342845,0.0,PLCB1,NG2,Astrocytes,2
3134,VCAM1,0.07353391133940786,0.0,EZR,NG2,Astrocytes,2
3383,NECTIN4,0.07279020505299681,0.0,PARD3,NG2,Astrocytes,2
3896,FGFR3,0.14667352347060922,0.0,LRRTM2,NG2,Astrocytes,2
494,GHR,0.3091707447919335,0.0,PIK3CA,NG2,Microglia,2
501,HBEGF,0.5903093819755585,0.0,PIK3CA,NG2,Microglia,2
504,PDGFA,0.4015198433350143,0.0,PIK3CA,NG2,Microglia,2
518,FGFR3,0.40138031769191285,0.0,PIK3CA,NG2,Microglia,2
524,AGT,0.3436939684451853,0.0,PIK3CA,NG2,Microglia,2
954,PDGFA,0.1687683092363437,0.0,KDR,NG2,Microglia,2
967,SEMA6D,0.1477934852689242,0.0,KDR,NG2,Microglia,2
1102,ANGPTL1,0.16865271554141797,0.0,TEK,NG2,Microglia,2
1370,HBEGF,0.37542236468008444,0.0,PIK3CB,NG2,Microglia,2
1372,FGFR3,0.18649330039643877,0.0,PIK3CB,NG2,Microglia,2
1384,HBEGF,0.5259326559385785,0.0,PIK3CD,NG2,Microglia,2
1386,FGFR3,0.3370035916549328,0.0,PIK3CD,NG2,Microglia,2
1873,PDGFA,0.24158429514303548,0.0,FLT1,NG2,Microglia,2
1890,PDGFA,0.16546052109136922,0.0,VEGFA,NG2,Microglia,2
2296,TGFB2,0.14591737717898154,0.0,MAP3K7,NG2,Microglia,2
2299,AGT,0.187812038479939,0.0,MAP3K7,NG2,Microglia,2
2358,FRS3,0.28389336344846766,0.0,KRAS,NG2,Microglia,2
2365,HBEGF,0.3559530722891703,0.046,PIK3R3,NG2,Microglia,2
2441,PDGFA,1.6058745098632619,0.0,IL1A,NG2,Microglia,2
3039,AGT,0.1132309859041464,0.001,MTOR,NG2,Microglia,2
3067,AGT,1.033843296983535,0.0,SGK1,NG2,Microglia,2
3202,AGT,0.134235112089609,0.0,SLC9A1,NG2,Microglia,2
3239,FGFR3,0.2823999780966632,0.0,PLAU,NG2,Microglia,2
3241,AVP,0.2525435442576893,0.754,PLAU,NG2,Microglia,2
3497,VCAM1,0.15315808099133346,0.0,ITGA9,NG2,Microglia,2
3558,TGFB2,0.14697331177844924,0.0,ACVR1,NG2,Microglia,2
4042,AVP,1.0343539925409302,0.0,GPR84,NG2,Microglia,2
4110,GRP,0.2538145266863124,0.001,HSPA1A,NG2,Microglia,2
4377,VCAM1,0.13294704285598657,0.0,CYBB,NG2,Microglia,2
3049,AGT,0.16759208638960393,0.107,PLCB1,NG2,Oligodendrocytes,2
3773,TGFB2,0.22674557219251915,0.0,PLAT,NG2,Oligodendrocytes,2
3896,FGFR3,0.21417788143339767,0.0,LRRTM2,NG2,Oligodendrocytes,2
4110,GRP,0.1362453470611213,0.0,HSPA1A,NG2,Oligodendrocytes,2
216,GHR,0.08398170035873043,0.0,TYK2,NG2,Neurons2,2
222,IFNAR2,0.10937037238678926,0.0,TYK2,NG2,Neurons2,2
820,PDGFA,0.6079193339266395,0.0,IGF1R,NG2,Neurons2,2
1272,DUSP18,0.2957813822320552,0.0,ITGB8,NG2,Neurons2,2
2068,CCL25,0.08202072317014608,0.0,CX3CR1,NG2,Neurons2,2
2080,CXCL14,0.1999267694272436,0.0,CX3CR1,NG2,Neurons2,2
2365,HBEGF,0.6644471824528246,0.0,PIK3R3,NG2,Neurons2,2
3538,TGFB2,0.0824661684964807,0.194,TGFBR1,NG2,Neurons2,2
3768,HHIP,0.07821649722424798,0.0,SHH,NG2,Neurons2,2
209,EDN1,0.4167896522092516,0.0,MAPK8,Endothelial,Ependymal,2
306,FGF2,0.10967988506054231,0.0,STAT3,Endothelial,Ependymal,2
311,FGFR3,0.1278528931229439,0.0,STAT3,Endothelial,Ependymal,2
314,AGT,0.13888757545519687,0.003,STAT3,Endothelial,Ependymal,2
475,VEGFA,0.07431749866015938,0.0,CSK,Endothelial,Ependymal,2
501,HBEGF,0.8102016637998506,0.0,PIK3CA,Endothelial,Ependymal,2
507,FGF2,0.11827402983313222,0.0,PIK3CA,Endothelial,Ependymal,2
511,EFNB2,0.19682575432541938,0.0,PIK3CA,Endothelial,Ependymal,2
518,FGFR3,0.1364470378955338,0.0,PIK3CA,Endothelial,Ependymal,2
524,AGT,0.14748172022778677,0.004,PIK3CA,Endothelial,Ependymal,2
525,VEGFA,0.14559382314504926,0.0,PIK3CA,Endothelial,Ependymal,2
526,VEGFC,0.3227332513421704,0.0,PIK3CA,Endothelial,Ependymal,2
533,NTN1,0.20359940132236512,0.0,PIK3CA,Endothelial,Ependymal,2
537,LAMB1,0.25137496279130694,0.0,PIK3CA,Endothelial,Ependymal,2
1079,VTN,1.0053644005970717,0.0,ITGA6,Endothelial,Ependymal,2
1082,SPP1,0.07421650602969887,0.0,ITGA6,Endothelial,Ependymal,2
1087,LAMB1,0.19676844449536224,0.0,ITGA6,Endothelial,Ependymal,2
1228,CSF1,0.1911664492551919,0.0,PAK1,Endothelial,Ependymal,2
1234,EFNB2,0.16605100065380007,0.0,PAK1,Endothelial,Ependymal,2
1886,CSF1,0.1641780800147773,0.0,VEGFA,Endothelial,Ependymal,2
1889,BMP4,0.06457390108009611,0.0,VEGFA,Endothelial,Ependymal,2
1895,VTN,1.0022077959809825,0.0,VEGFA,Endothelial,Ependymal,2
1898,DCN,0.08763716760069362,0.0,VEGFA,Endothelial,Ependymal,2
2679,WNT5A,0.399761079824581,0.613,RORA,Endothelial,Ependymal,2
2878,DPP4,0.11228128091353323,0.0,CXCL12,Endothelial,Ependymal,2
2885,VTN,3.7991283995365768,0.0,HSP90AA1,Endothelial,Ependymal,2
2909,APLN,0.12721248519743675,0.0,ADRA2A,Endothelial,Ependymal,2
2910,AGT,0.17751766511451922,0.0,ADRA2A,Endothelial,Ependymal,2
2912,CXCL1,0.16923834105006985,0.0,ADRA2A,Endothelial,Ependymal,2
2930,PF4,0.18668628658646924,0.0,ADRA2A,Endothelial,Ependymal,2
3526,TGFB2,0.6784457610219009,0.0,TGFBR2,Endothelial,Ependymal,2
3876,EDN1,0.6286831297496362,0.0,EDNRB,Endothelial,Ependymal,2
3959,VTN,1.2291126024024108,0.0,ROCK1,Endothelial,Ependymal,2
4141,EDN1,0.42640310920333735,0.0,ECE1,Endothelial,Ependymal,2
4155,EDN1,0.3952713212667001,0.0,ADCY9,Endothelial,Ependymal,2
4167,VEGFA,0.13225526981187846,0.0,AKT3,Endothelial,Ependymal,2
24,EDN1,0.5336731869937932,0.0,JAK2,Endothelial,NG2,2
42,HBEGF,1.1675636029437695,0.0,PIK3R1,Endothelial,NG2,2
48,FGF2,0.47563596897705124,0.0,PIK3R1,Endothelial,NG2,2
52,EFNB2,0.5541876934693384,0.0,PIK3R1,Endothelial,NG2,2
59,FGFR3,0.4938089770394528,0.0,PIK3R1,Endothelial,NG2,2
65,AGT,0.5048436593717058,0.0,PIK3R1,Endothelial,NG2,2
66,CX3CL1,0.7054996359785808,0.0,PIK3R1,Endothelial,NG2,2
67,VEGFA,0.5029557622889683,0.0,PIK3R1,Endothelial,NG2,2
68,VEGFC,0.6800951904860895,0.0,PIK3R1,Endothelial,NG2,2
75,NTN1,0.5609613404662841,0.0,PIK3R1,Endothelial,NG2,2
79,LAMB1,0.608736901935226,0.0,PIK3R1,Endothelial,NG2,2
350,EFNB2,0.19463510572274567,0.0,EPHA4,Endothelial,NG2,2
351,FGFR3,0.1342563892928601,0.0,EPHA4,Endothelial,NG2,2
974,AGT,0.10760844441618359,0.03,PRKCE,Endothelial,NG2,2
975,VEGFC,0.2828599755305672,0.0,PRKCE,Endothelial,NG2,2
1247,EFNB2,0.17926821394812464,0.996,EPHB1,Endothelial,NG2,2
1401,FGF2,0.1688619377441467,0.0,FGFR3,Endothelial,NG2,2
2099,WNT5A,0.2652166343319974,0.0,LRP6,Endothelial,NG2,2
2100,BMP4,0.18576858638265406,0.0,LRP6,Endothelial,NG2,2
2116,DKK2,0.26809306496024843,0.0,LRP6,Endothelial,NG2,2
2423,PF4,0.12664426161798972,0.0,MAP2K3,Endothelial,NG2,2
2679,WNT5A,0.305364901126257,0.996,RORA,Endothelial,NG2,2
2723,SPP1,0.15564070292060597,0.0,MAP3K1,Endothelial,NG2,2
2861,VEGFA,0.09937612248916736,0.0,VCAM1,Endothelial,NG2,2
2864,VTN,1.0137532182371345,0.0,VCAM1,Endothelial,NG2,2
2865,ICAM1,0.20348922055584764,0.0,VCAM1,Endothelial,NG2,2
2885,VTN,1.9431979144241263,0.0,HSP90AA1,Endothelial,NG2,2
3174,BMP4,0.10231053732079644,0.0,ACACA,Endothelial,NG2,2
3432,PF4,0.22966524729392707,0.0,GNAI1,Endothelial,NG2,2
3730,BMP4,0.1409794050579739,0.0,BMPR1A,Endothelial,NG2,2
3846,EFNB2,0.19939328687281316,0.0,EPHB3,Endothelial,NG2,2
3852,EFNB2,0.5664016933117584,0.0,GRM5,Endothelial,NG2,2
3884,VEGFA,0.12634630172711392,0.0,NRP2,Endothelial,NG2,2
3885,VEGFC,0.30348572992423506,0.0,NRP2,Endothelial,NG2,2
3892,SEMA3G,0.266339470596911,0.0,NRP2,Endothelial,NG2,2
3897,OXT,0.13779481156222553,0.0,SLC12A5,Endothelial,NG2,2
3941,FGFR3,0.13770056495420618,0.0,DYRK1A,Endothelial,NG2,2
3959,VTN,1.4838873663737129,0.0,ROCK1,Endothelial,NG2,2
4055,AVP,0.23113769293832592,0.851,PTH1R,Endothelial,NG2,2
4167,VEGFA,0.14364746037704512,0.0,AKT3,Endothelial,NG2,2
4329,VTN,1.1644601322185526,0.0,PI4KA,Endothelial,NG2,2
